"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"DBC1",542.523394798185,-0.00484725107521762,0.0477187853186794,0.628959875862905,0.97095043726673
"DBNDD2",146.955915261089,0.00358006763469274,0.0483451778707025,0.527919214886072,0.962843297551762
"DBT",71.3350895523644,0.0024385095444006,0.0481867727683998,0.686085571959992,0.979381316738632
"DCAF10",159.303410958478,-0.00257623854479999,0.0480886121743995,0.704627046509424,0.979381316738632
"DCAF12",19.975665572357,-0.00297025851459032,0.0483171469320176,0.576393414517116,0.962994911907355
"DCAF16",230.31512713658,-0.00308329845414015,0.0482519352022932,0.601927456124038,0.9668201368525
"DCAF17",87.2501970443831,0.00839156466881123,0.0493429780974043,0.0768398129906866,0.768885228562908
"DCAF5",180.475601502743,-0.00695620859682021,0.0486821329579666,0.330046930043687,0.908901231670007
"DCAF6",170.981390004489,0.00523501225051371,0.0481734051888328,0.524425138102616,0.962843297551762
"DCAF7",74.8031022049834,-0.00152214917829956,0.0482049583221187,0.777502423010377,0.98199427166359
"DCAF8",138.535263711672,-0.0074740236084677,0.0488575302321143,0.267242950941994,0.896826255115678
"DCAKD",65.0370661031092,-0.00323380843973281,0.0483477159751217,0.540908667322011,0.962843297551762
"DCBLD2",22.1988472934975,-0.000508360250509432,0.0482124787074193,0.918987976549515,0.990827784302068
"DCC",1084.21813608243,0.00668628862164915,0.047591847439513,0.569781478946551,0.962843297551762
"DCDC2",33.4964691289857,0.00350998767953366,0.0484311617252494,0.465250867551339,0.953926436452539
"DCHS2",25.0754984527469,-0.00946741285550765,0.0495938816280702,0.0690692873832513,0.747648617113827
"DCK",113.578402412072,-0.0023430353257364,0.048265217026513,0.659644543830378,0.975567392400573
"DCLK1",663.710522524369,-0.00689313180575141,0.0478114642653158,0.533947431565061,0.962843297551762
"DCLK2",224.527988115838,-0.00798550306390728,0.0486159592262451,0.359288643022487,0.914737295179026
"DCLK3",102.767720063342,0.0119206899871297,0.0504767830019235,0.0119050822264933,0.528381147584402
"DCLRE1C",19.9595090308991,-0.00825228752062132,0.0492194753171806,0.135403045351083,0.837138771714183
"DCP1A",65.0817444340531,-0.00834438529752075,0.0490548358006071,0.224397009633607,0.879993757807423
"DCP1B",55.5259918584141,-0.0002798492227919,0.0481678561606453,0.957491785836812,0.992802072830914
"DCTN4",32.2165397524082,0.0023104784659499,0.0482420743626864,0.686256328655833,0.979381316738632
"DCTN5",92.3438076624085,0.00166244437409538,0.0482602496921774,0.742396118308197,0.98199427166359
"DCTPP1",46.8584579455529,-0.00168232869457826,0.0483115651339829,0.7081203748445,0.979381316738632
"DCUN1D2",119.488970935593,0.00833717537261779,0.0489934659543902,0.250344482256415,0.886525552982056
"DCUN1D4",135.799903484166,0.00559081525178245,0.048452958918214,0.420124229260754,0.938458644434429
"DCUN1D5",182.203988137578,0.00965172724394187,0.049407397669678,0.204024695478391,0.877421141180849
"DCX",13.397221079752,-0.00300037639467231,0.0483992772295061,0.512375518256969,0.961871528452709
"DDAH1",90.1247343352814,0.00674641201537135,0.048453257568992,0.165337567130996,0.859063687639948
"DDB1",131.012254570936,0.00555918000641156,0.048596113420369,0.341355546858522,0.909507701239352
"DDHD1",163.825636898101,-0.00941130979474231,0.0492074635716323,0.226327417761671,0.879993757807423
"DDI2",62.8961640838318,0.00498765743955768,0.0486124856639174,0.309792457554245,0.908748018552414
"DDN",457.895006970351,0.00987672238041613,0.0493732134045594,0.192298904715108,0.870062024127514
"DDOST",70.3019247198806,-0.00497934028329161,0.0485949367482477,0.325889542644111,0.908901231670007
"DDR2",23.7256509360933,-0.00688440519513755,0.0489932146019263,0.12525475432717,0.824669988343846
"DDX10",168.399297752478,-0.00642617756809227,0.0482558669414475,0.467531789313565,0.953926436452539
"DDX24",25.8055213112794,-0.00269669208848888,0.0482641522348945,0.628594110735284,0.97095043726673
"DDX26B",14.3911093737199,0.00221850998253496,0.0482091113404658,0.702493323254585,0.979381316738632
"DDX46",44.0665313152879,-0.00412996410639277,0.0483653391980513,0.487597132622106,0.958747997109649
"DDX50",67.8232266321782,0.0025442983240148,0.0481793525303229,0.68229145946981,0.979381316738632
"DDX51",63.5923618552699,0.000735023753657943,0.048177116108795,0.894996598803897,0.988007888429057
"DDX55",75.3292478213386,-0.00248283682715856,0.0482362571505109,0.660987853134249,0.975567392400573
"DDX6",49.2938411437475,-0.00308422182724549,0.0483164968993632,0.569885544321385,0.962843297551762
"DDX60",17.4981543418666,-0.0143383939033426,0.0514458125764583,0.572777340524215,0.96288099041179
"DDX60L",32.9716537970393,-0.00720001610920413,0.0490632327198453,0.115164020339114,0.821093619597176
"DEAF1",44.4976733013846,0.00229244568299743,0.0482836768322698,0.658186506630837,0.975567392400573
"DECR1",28.8929421020914,0.00952456865358212,0.0495925696885613,0.076400597325336,0.766921099383421
"DENND1A",274.335282305333,0.0167024341808377,0.0504514608918777,0.225704980168669,0.879993757807423
"DENND1B",101.12695438773,-0.00312608085650899,0.0480315925732897,0.67509333387825,0.979381316738632
"DENND2C",52.5501921082173,0.00196746788005613,0.0482188455577931,0.722946154851281,0.980409466573549
"DENND4A",447.561218385393,0.0064079483526703,0.0475035754938877,0.579579584492957,0.963718193946053
"DENND4C",84.7584685765485,-0.00223900090050482,0.0479669948343148,0.763085620296993,0.98199427166359
"DENND5A",165.649267609759,-0.020792708386134,0.0545588725395143,0.0163416691886218,0.553386477444765
"DENND5B",342.370454901257,-0.00808640489029808,0.0476116132686467,0.524570965419108,0.962843297551762
"DENR",55.9978809882417,-0.00108138352615677,0.0482572805809024,0.819912877828808,0.985858007379432
"DEPDC5",42.7013400846435,0.935935608387355,0.385485526344878,0.609950811799559,0.969270320185922
"DEPDC6",36.5819742712137,-0.00939178235841182,0.0493977204959305,0.149339139641729,0.85186803032167
"DERA",22.9647203766665,-0.00606008681762401,0.0486864095779325,0.298106395810188,0.905210186397514
"DFNA5",23.4132109477947,0.00724572743692556,0.0490790596833475,0.108976915443841,0.816533064721652
"DFNB31",34.1214763073587,-0.00419990042691957,0.0485770193748479,0.307885584822316,0.908748018552414
"DGCR2",44.1036281926278,-0.00304321115586637,0.0483998494719195,0.511279274197703,0.961871528452709
"DGCR5",50.2901983126839,0.00569378506715448,0.0486696154684177,0.299577225133729,0.906339530184172
"DGKB",2284.03938027586,-0.0184159820259489,0.0528662014289278,0.61813765524556,0.970824974698301
"DGKD",54.4021636062026,0.0090981534563905,0.0494176403797561,0.112882905757401,0.821093619597176
"DGKE",168.426632994555,-0.00418988939744581,0.0483919143920421,0.472365184573214,0.954127310096433
"DGKG",1107.06779452177,-0.000268860156086125,0.0474195222823733,0.718235421270385,0.980056717801299
"DGKH",65.9285303816447,-0.00468572873244465,0.048297103898138,0.504137569155179,0.961058922938625
"DGKI",466.645264643816,-0.00584931928538839,0.0477869786348429,0.568063354291517,0.962843297551762
"DGKZ",106.761760656383,-0.00243027007018717,0.0481977410072111,0.680093416954382,0.979381316738632
"DHDDS",22.3407413534998,-0.00500264231910426,0.0486587264132297,0.256217386735355,0.890834055112359
"DHRS7B",43.701358471242,0.00747379228712004,0.0490809169608675,0.138357550155364,0.837138771714183
"DHTKD1",19.960762132947,-0.00170361927404543,0.0483136989831646,0.705080241308593,0.979381316738632
"DHX15",33.7825593063559,-0.00855770374404418,0.049240661102476,0.153138461880208,0.85186803032167
"DHX29",28.497820244351,-0.00535447910679215,0.0484648884308627,0.416194110181387,0.937572672000897
"DHX30",54.415192131536,-0.00574892925889113,0.0487375628332178,0.242525020279146,0.88464325582166
"DHX40",93.2645864971095,-0.00360469034413653,0.0483124224097948,0.540426717629583,0.962843297551762
"DHX57",108.934800611764,-0.00438466989119225,0.0480675778244163,0.589325660143642,0.965767831915209
"DIAPH1",30.3576788943569,-0.00857409766273476,0.049348165225649,0.0934467769308886,0.797141868579723
"DIAPH2",724.85996568394,0.00149209663488,0.0474522105611202,0.883536868915982,0.988007888429057
"DIAPH3",88.5323057698332,-0.00769244990766474,0.0489539364756597,0.230888222375197,0.879993757807423
"DICER1",37.0751181557175,0.012343256650756,0.0504650114577481,0.0423666096989511,0.689440138245303
"DIP2A",42.209661564668,-0.00753100070949525,0.0488394423631972,0.279839155837534,0.902984495423513
"DIP2B",110.736674701304,-0.00167233373112872,0.0478358832255925,0.832670752467227,0.985858007379432
"DIP2C",421.967895090567,0.00260412284253174,0.0471271142695415,0.817417838436892,0.985475143628596
"DIRAS2",220.49566314094,0.00223982771666758,0.0482024074099084,0.702623429524236,0.979381316738632
"DIRC1",10.396322269666,-0.0107178741106102,0.0500528915964879,0.998255087701336,0.999511307648383
"DIRC2",85.8415577081769,0.000223127488744462,0.0477193150417417,0.98039531962515,0.996814178440128
"DIRC3",249.173403360977,-0.00132061360531883,0.0474105248472817,0.892485128417444,0.988007888429057
"DIS3L2",192.502156666071,-0.0298445012452237,0.0611089157900658,0.0201812359949882,0.589927426260905
"DISC1",138.506173591437,-0.00214032401382568,0.0481413979293074,0.728307619965471,0.980409466573549
"DIXDC1",171.061656379714,0.00507966417920271,0.0483522481456044,0.471920707541475,0.954127310096433
"DKFZp686K1684",12.3129498132675,-0.00697578988421273,0.0490986209641909,0.0538804793775142,0.72531141623325
"DKFZp686O1327",94.666900947372,0.000267705742891603,0.0481682456789658,0.963235167894179,0.993655035094312
"DKK3",500.958650441657,-0.0104145884846841,0.0494356716323359,0.199073880489526,0.875228281037573
"DLAT",56.999771498847,0.000609310516490965,0.0482308682618841,0.903884798616957,0.98897227469342
"DLC1",151.106993289954,-0.00614552503930235,0.0486548049537209,0.314572189084773,0.908901231670007
"DLEU2",81.0325354946261,-0.0103425982842358,0.0494894712123483,0.182177324405718,0.868414223205245
"DLEU7",99.8086427534475,-0.00307312931754567,0.0481372759152299,0.64961874837364,0.975567392400573
"DLG1",669.363671583793,0.00917367582087499,0.0492545352114849,0.902441913479876,0.98885741867214
"DLG2",8903.80715860769,0.00734753080856639,0.0474234746664007,0.853161252488554,0.985858007379432
"DLG3",17.7481019829256,-0.00424924623818175,0.0484769290041436,0.41643728004877,0.937726457285282
"DLG5",39.9999809064434,0.00380424585399689,0.0482918250316581,0.541585739671145,0.962843297551762
"DLGAP1",1225.688675677,-0.0128195541797174,0.0500559088921968,0.24985317578419,0.886525552982056
"DLGAP2",86.1424728395682,0.0102156445844199,0.0496456352390094,0.120598302696388,0.824013693584257
"DLGAP3",22.1008649927496,-0.0155430504984013,0.0519815254619612,0.630635057502989,0.97095043726673
"DLGAP4",122.503590705777,0.000175767098730745,0.0478604123043039,0.983818357476206,0.997880031479739
"DMD",2526.50046650135,-0.00529182147928491,0.0468709529198702,0.654953593630456,0.975567392400573
"DMXL1",185.724528286253,-0.320658492657444,0.326545188400082,0.00505079829109816,0.425812191264078
"DMXL2",159.163597798855,-0.0106983972313262,0.0496432523652543,0.152787649735301,0.85186803032167
"DNA2",31.3316845599506,0.827971392637998,0.682086530463075,0.00308543550380827,0.425812191264078
"DNAH10",35.2779342532405,-0.00207071327261258,0.0481917034548106,0.719367299952064,0.980056717801299
"DNAH11",38.5105904647548,-0.00451664325694605,0.0484954711357602,0.398474069649631,0.929429359352705
"DNAH12",49.2887803472241,0.00782865750763239,0.0491611701433048,0.122760571987227,0.824013693584257
"DNAH14",304.335009254412,-0.00551646102565241,0.0478503940229391,0.577338801662065,0.962994911907355
"DNAH17",17.0903894827637,0.00637703846891064,0.04884776225288,0.357123308732024,0.912666794466147
"DNAH2",20.0922718414976,0.00270660228743149,0.0483598880046717,0.568989837988263,0.962843297551762
"DNAH3",78.1853040358086,-0.00724003848419267,0.0489058532581776,0.228401617537864,0.879993757807423
"DNAH5",43.040905116974,0.000164462781778877,0.0479866440757423,0.982498728783507,0.997667573743819
"DNAH6",329.679339862842,-0.000870953518528007,0.0472723803531147,0.93232649767525,0.990827784302068
"DNAH7",238.085299651173,0.00483283459539835,0.0479021426044745,0.606379860462278,0.96865480036412
"DNAH8",65.5135457750621,0.00338802821511352,0.0483336362390436,0.543103883680468,0.962843297551762
"DNAH9",312.549036190155,0.00585875406732388,0.0474986359614067,0.597298331822371,0.966100407882324
"DNAI1",27.1453439417475,-0.00335937124246715,0.0484066916748108,0.485973940174081,0.958587772027225
"DNAJA1",59.5972880081782,0.00881851578259792,0.0495234812491601,0.0291428519964523,0.654832624575088
"DNAJB14",222.638264016216,0.00683719742060091,0.0485643278860549,0.371306072467153,0.919294883402921
"DNAJB6",59.0473466723725,-0.00488532329114153,0.0486240968751179,0.289515376135471,0.905210186397514
"DNAJC1",212.969908894351,-0.00851239362135382,0.0489502260630789,0.269682769239678,0.897789033058235
"DNAJC10",121.080511789739,-0.000154776283291856,0.0481303428351429,0.973823046008979,0.995847883940464
"DNAJC11",72.0805975006309,-0.00572841920471745,0.0487532057881259,0.228659506020503,0.879993757807423
"DNAJC12",28.2882121720483,-0.0060066513845339,0.0488124716783772,0.200783891037302,0.877347202208355
"DNAJC13",38.3659286968559,-0.0107536399625906,0.0500315657067026,0.0307477321296783,0.666011830444139
"DNAJC15",54.652135918655,-0.0106805304146409,0.0499696808227265,0.0415810881287353,0.684591231843973
"DNAJC19",113.889137120543,0.0038996496464506,0.0484863211647382,0.406757908412081,0.934582597828029
"DNAJC21",59.1194583005406,0.00173887045805536,0.0482813619726555,0.72208712021307,0.980409466573549
"DNAJC24",48.981246265376,-0.00292482531302707,0.0482666239311134,0.610281845853291,0.969270320185922
"DNAJC27",20.9481267381516,0.00981665941981314,0.0497406442364271,0.000606984306446113,0.322817374579312
"DNAJC3",37.2321350378896,-6.84966350213948e-05,0.0480942004107274,0.989358958367487,0.997922155044913
"DNAJC5B",13.2042427725755,0.00840218174461771,0.049458729934767,0.0117605189184609,0.528381147584402
"DNAJC6",278.411789416206,-0.00544886004849982,0.047416814047365,0.640418932200216,0.971700027620836
"DNAJC7",45.8367734715619,0.00168363314103346,0.0481401760761692,0.78264109026158,0.982424621055987
"DNAL1",47.4910744617565,-0.00198464381665103,0.0481510868062457,0.737892186810354,0.98199427166359
"DNER",137.358784717636,-0.012013886548539,0.0500324239132055,0.129869416892782,0.833328758395354
"DNHD1",68.4938794363765,-0.00689196286201195,0.0488052817554381,0.265703437645794,0.896181359666423
"DNM1",154.212011290004,-0.010328973543663,0.0495287803895502,0.168048399219644,0.859063687639948
"DNM1L",118.321976815827,-0.00598536243594343,0.0481956089092535,0.492616114564555,0.961058922938625
"DNM2",47.9556005362264,-0.00451723635911551,0.0484286651314788,0.445169880831652,0.950768475525403
"DNM3",460.316888449064,-0.0208065480314101,0.0534097595629921,0.0928750296412956,0.79523259294071
"DNMBP",30.2257321007081,-0.000933220655253654,0.0480837019844673,0.881114111608979,0.988007888429057
"DNMT1",10.9223832885994,0.00196053749628623,0.0482822848793034,0.698958444562085,0.979381316738632
"DNMT3A",96.9242952723193,0.00203372350262876,0.0479937421211252,0.780612623947013,0.98199427166359
"DNTTIP1",27.5294224121582,0.0102637376261578,0.0498554831259074,0.934404285179969,0.990827784302068
"DOCK1",55.6533450917986,-0.0126070657185298,0.0505061232455225,0.0536455595799668,0.725050797708712
"DOCK10",480.658714988725,0.0154229174259775,0.0504111006758668,0.157672155864494,0.859063687639948
"DOCK11",47.8135076670959,-0.00532349210202877,0.0485248646237835,0.381423838876881,0.919294883402921
"DOCK2",47.3026531732458,-0.00330638646235166,0.0483347141178338,0.537785882492666,0.962843297551762
"DOCK3",1303.98377356855,-0.0148047545816613,0.0502806206915396,0.189050621867737,0.868813575349771
"DOCK4",1555.92235423397,0.000949313679860367,0.0471054452397566,0.901949989880243,0.98885741867214
"DOCK5",48.3025860761758,-0.00236245731528182,0.0481888690382719,0.691429507734771,0.979381316738632
"DOCK6",20.330037876188,-0.00669361766656989,0.0488334533973333,0.240548710048582,0.88464325582166
"DOCK7",130.72175738535,-0.00435705777581946,0.0481841729030602,0.555394594879957,0.962843297551762
"DOCK8",45.4184105884434,-0.00942225139932877,0.049575147464374,0.0725136975418724,0.753243446194498
"DOCK9",105.27126621609,0.00166236092643224,0.0478188502228163,0.838354077701895,0.985858007379432
"DOK5",43.443335237711,0.000499632880006336,0.0482284817087429,0.00210826828023422,0.425812191264078
"DOK6",516.03136645369,-0.0238899139971588,0.0549123607416752,0.101490183517426,0.81049499857382
"DOPEY1",178.414497076969,-0.00831903388629478,0.0487881039086546,0.323734841555865,0.908901231670007
"DOPEY2",45.6875567723712,-0.00560520903776286,0.0486279806757447,0.321847383790974,0.908901231670007
"DPF3",132.608537602381,0.00705310338301422,0.0487833395416406,0.210983415313294,0.879993757807423
"DPH2",90.7053961857737,0.000432193742390846,0.0482185245479623,0.933722996309171,0.990827784302068
"DPH5",51.2801358622249,0.000518584822065342,0.0482611269221707,0.913206288192795,0.989790280829908
"DPM1",302.66343578389,0.00225103303256821,0.0481059144328809,0.732667543941935,0.981083367506526
"DPP10",978.140938191294,-0.0150504969488132,0.0497155117244234,0.271627313964115,0.898404850900692
"DPP3",36.4253037128285,-0.00203621009511041,0.0483177196026733,0.65661348292536,0.975567392400573
"DPP6",915.95189721203,0.00869839285745293,0.0483576607855032,0.415770181846611,0.937572672000897
"DPP8",44.8646447498743,0.00401975887759883,0.0483631608722032,0.49996267210167,0.961058922938625
"DPY19L1",15.2331486730325,-0.00119385163475782,0.0482267445163304,0.815706998270097,0.985475143628596
"DPY19L2",81.7947639868099,0.00631740836736576,0.0484537751279094,0.416122429416212,0.937572672000897
"DPY19L2P2",133.675903770599,0.00943929893718631,0.0496060813529406,0.0603906196405328,0.743974955601329
"DPY19L3",305.119101191899,-0.00289104297915892,0.0477801128965809,0.748840701483565,0.98199427166359
"DPY19L4",27.144626132932,-0.00457084261177504,0.0485636105111081,0.342229527584206,0.909507701239352
"DPYD",771.097563439861,-0.00268953137852116,0.046732611119254,0.813515198731651,0.985475143628596
"DPYS",23.1847731585309,-0.00220168663604351,0.048388497555298,0.387942983097485,0.92178095136106
"DPYSL2",43.1627724135719,-0.00698668495026824,0.0489720117677992,0.167397223091001,0.859063687639948
"DPYSL5",83.3545366554885,-0.00668156909971685,0.0488500293081595,0.226106522260306,0.879993757807423
"DRG1",16.1688222965456,-0.00493443748596,0.0486404842399925,0.284098721770306,0.905200142338319
"DRP2",41.0523744321903,0.00349525506961368,0.0484334935816369,0.46649806329568,0.953926436452539
"DSCAM",1044.65836808246,-0.00871401653491845,0.0482752647652821,0.426616918145339,0.94010645425582
"DSCAML1",151.192085350554,-0.0112964489108277,0.0494825393643352,0.226359574378207,0.879993757807423
"DSCR4",9.00144829336892,-1.61382186902559,0.546740859304735,0.111912371105252,0.820091806463044
"DSE",44.9302493953943,-0.000600621194884281,0.0480550174496602,0.923037493709075,0.990827784302068
"DSN1",111.65943969177,0.00550780068679654,0.0486142940676177,0.328235736482208,0.908901231670007
"DST",194.675012094692,-0.00307052972409092,0.0480571319603516,0.672978810276518,0.979381316738632
"DSTN",112.939734827253,0.00743305409813391,0.0490399545791619,0.160586358911884,0.859063687639948
"DSTYK",116.641291023909,0.000730583190208124,0.0480792557054939,0.893775347574461,0.988007888429057
"DTD1",130.049160925291,0.00361547494126694,0.047699904451918,0.702793136786828,0.979381316738632
"DTNA",1261.4451076911,0.00206455376040038,0.0473100483173559,0.814021735793464,0.985475143628596
"DTNB",939.60166004481,-0.00331421618977988,0.0467529046707022,0.790888217857623,0.983077399632104
"DTNBP1",56.168131093482,-0.00883630657941696,0.0492912308717874,0.150699595753147,0.85186803032167
"DTWD1",152.135804287594,-0.00315061154883602,0.0482658967233407,0.593011443990811,0.966100407882324
"DTWD2",73.735049392782,-0.00468177344181704,0.0484048174002561,0.451708385787935,0.95177155542207
"DTX1",18.6954951264399,-0.000591245667908032,0.0482602027973348,0.897368307550763,0.988007888429057
"DTX3",173.174755266548,-0.00278786394420834,0.0482493089805798,0.627959004249938,0.97095043726673
"DUS2L",16.5818791756844,-0.0108354748359986,0.0500456412741555,0.771592925774031,0.98199427166359
"DUSP11",40.1628550571247,0.000552611658016792,0.0482538465059807,0.90857322625234,0.989479911599757
"DUSP14",41.1560679348897,-0.00774888341422275,0.0491919194521903,0.0942748774646994,0.798723837758138
"DUSP16",38.3436931872445,0.00146220931656853,0.0481296309055076,0.811643990095321,0.985475143628596
"DUSP19",43.0526334998542,-0.0151636712243156,0.0517855727000146,0.00687978842162752,0.458242440458024
"DUSP22",22.7380888909021,1.82580082384869,0.581591102904533,0.297502454550113,0.905210186397514
"DUSP7",98.076972178793,-0.000999471337606639,0.0482492492925513,0.833055862603466,0.985858007379432
"DVL3",91.7118790193958,-0.00571530806609578,0.0487231532420465,0.25436038268579,0.890834055112359
"DYM",310.835441411611,-0.0114476106972037,0.0496042215096725,0.20352654449512,0.877421141180849
"DYNC1H1",43.5749976810012,0.00359881985033749,0.0482857619073446,0.557724070446942,0.962843297551762
"DYNC1I1",818.695726009005,-0.0084093699830851,0.0480115771608082,0.472795386340983,0.954127310096433
"DYNC1I2",135.495296601807,-0.00606565631192435,0.0484353603652737,0.420132889082904,0.938458644434429
"DYNC1LI2",20.9730999577952,-0.00259133170578869,0.048231761800748,0.655286310285832,0.975567392400573
"DYNC2H1",237.529295705373,-0.00345599450950325,0.0476709510450696,0.714697431710413,0.980056717801299
"DYNLRB1",16.8795805561972,0.0030094057606671,0.0483451753348992,0.562327790759016,0.962843297551762
"DYNLT3",59.5039750419444,-0.000965203532857556,0.0482149290702371,0.850093614226505,0.985858007379432
"DYRK1A",227.892059113319,-0.014402023241984,0.0506902909882983,0.127251447695319,0.82655011851955
"DYSF",33.3975980691338,-0.0104604585997471,0.0498931940288883,0.0490555092309007,0.706997217511235
"DYTN",26.9384718109208,-0.00171848962998365,0.0483237114288315,0.687582980919079,0.979381316738632
"DYX1C1",131.167584754552,0.00996659450582434,0.0494168818601791,0.181958032527273,0.868414223205245
"DZIP1",63.3456275140367,0.000958600064961277,0.0480594241647309,0.883065623385384,0.988007888429057
"DZIP1L",9.49152521130854,-0.000735014704398124,0.0482729811379405,0.869910675933241,0.988007888429057
"DZIP3",284.204780661247,0.00139679942555115,0.0479287985291256,0.856719146514539,0.985858007379432
"E2F3",92.4029670263196,0.0123795728569769,0.0504889090970453,0.0390783101285372,0.679410054177248
"EAF1",58.7599918872817,0.00231722113929442,0.0483457316588264,0.615313366781591,0.969686198434603
"EAF2",15.4961691052743,-0.0040900795390272,0.0484716337984452,0.420329592407438,0.938458644434429
"EAPP",27.7362413001832,-0.00341019817644147,0.0483973897131432,0.49792263551923,0.961058922938625
"EARS2",85.0633410046962,-0.0026167039667473,0.0482086149498232,0.656314450569037,0.975567392400573
"EBF1",45.2967468455218,-0.00754866155957838,0.0491124445530788,0.121898927436738,0.824013693584257
"EBF2",13.6697980606883,-0.00102183822866777,0.048228178680762,0.837471567395081,0.985858007379432
"EBF4",25.4368936391389,-0.000383808846836671,0.0482307489547696,0.93633069428011,0.990827784302068
"EBPL",27.8565088870152,0.00551392621695098,0.0487430768831783,0.213469536922367,0.879993757807423
"ECD",31.544991742729,-0.00890192444009614,0.0493742307837678,0.11643175930752,0.821093619597176
"ECE1",45.6301340933528,-0.00678783556061488,0.0489681502488146,0.142036891487703,0.84446415522915
"ECE2",30.2396901717289,-0.00091226252628865,0.0482748593374987,0.840439954390194,0.985858007379432
"ECHDC1",68.9677693105002,-0.00596309158166511,0.0486336669659925,0.326556091052051,0.908901231670007
"ECM2",29.0991859624706,0.00479330920818319,0.048655129079561,0.250317663046259,0.886525552982056
"ECT2",9.73154813219845,-0.00998440022400474,0.0498565677609314,0.728481798044422,0.980409466573549
"EDA",63.9701125575778,1.82723473232665,0.35176834866348,0.486622785482617,0.958747997109649
"EDAR",10.2641397442544,-0.00523322156808012,0.048715569454068,0.227430646835661,0.879993757807423
"EDARADD",9.62102397347075,-0.00830944540655241,0.0493551362764712,0.0550512497612193,0.730581598807531
"EDC3",57.4819850311284,0.0060503310150877,0.0487324194341325,0.268178772576634,0.89689575573063
"EDEM2",50.74828817899,0.00155894299585178,0.0481716285334661,0.786225390679912,0.98297675357873
"EDEM3",64.4470478566166,-0.00451510819161385,0.0483793648888236,0.471839037296322,0.954127310096433
"EDIL3",1002.83853372021,0.0237907626726684,0.0540305812344461,0.137233261627992,0.837138771714183
"EDNRB",42.4949561073866,0.000298583391536165,0.0482886714615138,0.94636129351018,0.991137905659941
"EEA1",132.55633819282,-0.00429577962984129,0.0482474849944345,0.539401561091942,0.962843297551762
"EEF1DP3",42.3535286220305,-0.00946741673487287,0.0493481978547121,0.175172667590283,0.864326501111942
"EEF2K",58.2679723334003,0.00545591175630012,0.0484708940533951,0.41461304167352,0.937572672000897
"EEFSEC",78.2768332119698,0.0187505400886435,0.0535305666737261,0.126922609121259,0.82655011851955
"EEPD1",53.2030253685692,0.00344478205527715,0.0483394393505874,0.534229177368523,0.962843297551762
"EFCAB2",151.398949394779,0.00341065688816943,0.0480878672475006,0.0676562233625128,0.747648617113827
"EFCAB4B",13.9734009010305,-0.000130145343576945,0.0482270652178617,0.977247659355479,0.995847883940464
"EFCAB5",57.5069217604267,-0.00193682617882498,0.0481630768735568,0.744018710989878,0.98199427166359
"EFCAB6",66.4713028338758,-0.0164808763934543,0.0520413019234001,0.0390722266276255,0.679410054177248
"EFCAB7",60.651537660404,-0.0096797086636503,0.0497294060269649,0.0323631038053966,0.666011830444139
"EFHA1",216.044652733018,-0.0138053355139653,0.0501325781989115,0.194832654405637,0.873001647454372
"EFHA2",191.772859135644,-0.0135459953075873,0.0508873326570843,0.0404141440137267,0.681884028943693
"EFHC1",43.0630844916329,-0.0105664832895061,0.0498711994929316,0.0649443780823717,0.747648617113827
"EFHC2",15.8472309818012,0.00115177106619793,0.0481850769196252,0.835746774821515,0.985858007379432
"EFHD1",17.2584012637921,0.000213811544545971,0.0481460952448118,0.971431266450655,0.995582281398272
"EFNA5",23.2386969072458,-0.00145285578161769,0.0481835267505591,0.795653115237665,0.983726497130201
"EFR3A",141.125989474651,-0.00460708075799749,0.0482210332440244,0.532540209978236,0.962843297551762
"EFR3B",212.620021005892,-0.00269819539224428,0.0482338721620445,0.640955095684596,0.971700027620836
"EFTUD1",34.4286622447124,-0.00133541858944908,0.0481649056454559,0.812758360934212,0.985475143628596
"EFTUD2",37.9357286572449,0.00139916308791644,0.0481837338190551,0.802765450749195,0.983726497130201
"EGF",8.99678662919564,-0.00174216856719821,0.0482979122440069,0.708860188532689,0.979381316738632
"EGFLAM",26.9565403516795,0.00390598065078987,0.0485032675967182,0.39071927256866,0.922243546541501
"EGFR",22.011980157009,-0.00880681757987359,0.0494540646521441,0.0621312867850574,0.744396479622111
"EGLN1",57.8648367774599,-0.000423752661494495,0.048057381440275,0.945389466618506,0.990827784302068
"EHBP1",847.276446991389,-0.0119508439707829,0.0485384082545308,0.49859693938549,0.961058922938625
"EHMT1",131.189966553182,0.0085591521474312,0.04889526591464,0.28431161823019,0.905200142338319
"EID1",761.884218246572,0.00284506012891078,0.0482315821988869,0.635993489958468,0.971550753958962
"EIF1AX",99.5766195387854,0.00167402365160561,0.0482717901042459,0.735088019207214,0.981765661637704
"EIF2A",59.2664548738177,-0.00870258394652704,0.0493200633629435,0.122581841654506,0.824013693584257
"EIF2AK2",78.8931079887632,-0.00963200043401805,0.0492308026388109,0.226667550000163,0.879993757807423
"EIF2AK3",56.9238569425321,-0.00880433565792054,0.0493143670775633,0.137472586128632,0.837138771714183
"EIF2AK4",80.33687156155,-0.000158702621639007,0.0479260765464164,0.980756377889967,0.997020732570802
"EIF2B3",103.325474196774,0.00129933346590669,0.0479412046917784,0.860729107659918,0.986144726141304
"EIF2C1",107.025634245051,-0.00215388689013493,0.0482015109960545,0.707033919670514,0.979381316738632
"EIF2C2",26.8665491359602,-0.000446125618584804,0.0481743553997366,0.932917706936886,0.990827784302068
